post_id,input_name,input_address_cd,input_address_detail,matched,skip_reason,search_url,store_name,store_url,store_address,store_rating,review_count,menus_json,reviews_json
1,1인1잔,서울 은평구 연서로 534,연서로 534,Y,,https://www.diningcode.com/list.dc?query=%EC%84%9C%EC%9A%B8%20%EC%9D%80%ED%8F%89%EA%B5%AC%20%EC%97%B0%EC%84%9C%EB%A1%9C%20534,1인1잔,https://www.diningcode.com/profile.php?rid=BewEnR4VJbiA,서울특별시 은평구 진관동 219,4,53,"[{""menu_name"": ""아메리카노"", ""menu_price"": ""6000""}, {""menu_name"": ""바나나떡"", ""menu_price"": ""6000""}, {""menu_name"": ""앙금절편"", ""menu_price"": ""6000""}, {""menu_name"": ""밀크티"", ""menu_price"": """"}, {""menu_name"": ""아이스아메리카노"", ""menu_price"": """"}, {""menu_name"": ""라떼"", ""menu_price"": """"}, {""menu_name"": ""카페라떼"", ""menu_price"": """"}, {""menu_name"": ""오미자차"", ""menu_price"": ""7000""}, {""menu_name"": ""말이떡"", ""menu_price"": """"}, {""menu_name"": ""아인슈페너"", ""menu_price"": ""7000""}, {""menu_name"": ""브라운플랫"", ""menu_price"": ""7000""}, {""menu_name"": ""자몽차 ICE"", ""menu_price"": ""6500""}, {""menu_name"": ""두텁떡"", ""menu_price"": """"}, {""menu_name"": ""플렛화이트"", ""menu_price"": """"}, {""menu_name"": ""쑥 인절미 갸또 쇼콜라"", ""menu_price"": ""8000""}, {""menu_name"": ""오미자 에이드"", ""menu_price"": ""7500""}, {""menu_name"": ""오색경단"", ""menu_price"": ""6000""}, {""menu_name"": ""크로핀"", ""menu_price"": ""8000""}, {""menu_name"": ""당근 크림 치즈 케이크"", ""menu_price"": ""8000""}, {""menu_name"": ""오늘의 차"", ""menu_price"": ""8500""}, {""menu_name"": ""아몬드크림라떼"", ""menu_price"": ""7500""}, {""menu_name"": ""레몬차 ICE"", ""menu_price"": ""6500""}]",[]
1,1.5닭갈비,강원도 춘천시 후만로 77,후만로 77,Y,,https://www.diningcode.com/list.dc?query=%EA%B0%95%EC%9B%90%EB%8F%84%20%EC%B6%98%EC%B2%9C%EC%8B%9C%20%ED%9B%84%EB%A7%8C%EB%A1%9C%2077,1.5닭갈비,https://www.diningcode.com/profile.php?rid=wLbRtxXf4iTR,강원특별자치도 춘천시 후평동 801-13,4.3,50,"[{""menu_name"": ""닭갈비"", ""menu_price"": ""16000""}, {""menu_name"": ""볶음밥"", ""menu_price"": ""3000""}, {""menu_name"": ""우동사리"", ""menu_price"": ""3000""}, {""menu_name"": ""닭내장"", ""menu_price"": ""16000""}, {""menu_name"": ""고구마사리"", ""menu_price"": ""2000""}, {""menu_name"": ""떡사리"", ""menu_price"": ""2000""}]",[]
1,3바다낙지해물,대구광역시 북구 구암로60길 58,구암로60길 3,Y,,https://www.diningcode.com/list.dc?query=%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%81%EA%B5%AC%20%EA%B5%AC%EC%95%94%EB%A1%9C60%EA%B8%B8%2058,3바다낙지해물,https://www.diningcode.com/profile.php?rid=JUEVmfrFvZCK,대구광역시 북구 구암동 124,0,,"[{""menu_name"": ""갈비해신탕(4인,3시간 전 예약필수)"", ""menu_price"": ""130000""}, {""menu_name"": ""해신탕大 (오리 4~5인)"", ""menu_price"": ""100000""}, {""menu_name"": ""능이백숙"", ""menu_price"": ""70000""}, {""menu_name"": ""꽃게찜 혹은 꽃게탕(3인)"", ""menu_price"": ""45000""}, {""menu_name"": ""가오리찜(2인)"", ""menu_price"": ""35000""}, {""menu_name"": ""전복찜 혹은 전복탕(2인)"", ""menu_price"": ""40000""}, {""menu_name"": ""해물뚝배기"", ""menu_price"": ""13000""}, {""menu_name"": ""두부보쌈 中"", ""menu_price"": ""35000""}, {""menu_name"": ""산낙지 1접시"", ""menu_price"": ""30000""}, {""menu_name"": ""어린이 돈까스"", ""menu_price"": ""8000""}, {""menu_name"": ""묵밥"", ""menu_price"": ""8000""}, {""menu_name"": ""조개칼국수"", ""menu_price"": ""8000""}, {""menu_name"": ""해신탕大 (닭4~5인)"", ""menu_price"": ""90000""}, {""menu_name"": ""능이칼국수"", ""menu_price"": ""8000""}, {""menu_name"": ""검은콩국수(계절메뉴)"", ""menu_price"": ""9000""}, {""menu_name"": ""2인 해신탕"", ""menu_price"": ""48000""}, {""menu_name"": ""해물찜 혹은 해물탕(2인)"", ""menu_price"": ""35000""}, {""menu_name"": ""산낙지 전골 혹은 철판볶음(1인)"", ""menu_price"": ""17000""}, {""menu_name"": ""낙지/쭈꾸미돌판볶음 1인분"", ""menu_price"": ""12000""}, {""menu_name"": ""흑태찜(2인)"", ""menu_price"": ""40000""}, {""menu_name"": ""생아구찜 혹은 생아구탕(2인)"", ""menu_price"": ""35000""}, {""menu_name"": ""산낙지찜 혹은 연포탕(2인)"", ""menu_price"": ""45000""}]",[]
1,3대냉면,충청남도 보령시 청라면 냉풍욕장길 6,냉풍욕장길 6,Y,,https://www.diningcode.com/list.dc?query=%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EB%B3%B4%EB%A0%B9%EC%8B%9C%20%EC%B2%AD%EB%9D%BC%EB%A9%B4%20%EB%83%89%ED%92%8D%EC%9A%95%EC%9E%A5%EA%B8%B8%206,그린회관,https://www.diningcode.com/profile.php?rid=gkBBQV3RUuEj,충청남도 보령시 청라면 의평리 825-5,3,1,"[{""menu_name"": ""물냉면"", ""menu_price"": ""8000""}, {""menu_name"": ""비빔냉면"", ""menu_price"": ""9000""}, {""menu_name"": ""비빔사리"", ""menu_price"": ""3000""}, {""menu_name"": ""떡갈비"", ""menu_price"": ""4000""}, {""menu_name"": ""공기밥"", ""menu_price"": ""1000""}]",[]
1,12안젤로,강원도 원주시 천사로 12,천사로 12,Y,,https://www.diningcode.com/list.dc?query=%EA%B0%95%EC%9B%90%EB%8F%84%20%EC%9B%90%EC%A3%BC%EC%8B%9C%20%EC%B2%9C%EC%82%AC%EB%A1%9C%2012,12안젤로,https://www.diningcode.com/profile.php?rid=OvDSpbAZgYaC,강원도 원주시 단계동 1115-3,4.6,5,"[{""menu_name"": ""아인슈페너"", ""menu_price"": """"}, {""menu_name"": ""망고빙수"", ""menu_price"": ""17900""}, {""menu_name"": ""딸기통통"", ""menu_price"": ""10000""}, {""menu_name"": ""아메리카노"", ""menu_price"": ""4500""}, {""menu_name"": ""자몽에이드"", ""menu_price"": ""6500""}, {""menu_name"": ""초코통통"", ""menu_price"": ""10000""}, {""menu_name"": ""리에쥬 와플"", ""menu_price"": ""7500""}]",[]
1,16세기 티하우스,"경기 수원시 영통구 광교중앙로37번길 45 1층,지층",광교중앙로37번길 3,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EA%B8%B0%20%EC%88%98%EC%9B%90%EC%8B%9C%20%EC%98%81%ED%86%B5%EA%B5%AC%20%EA%B4%91%EA%B5%90%EC%A4%91%EC%95%99%EB%A1%9C37%EB%B2%88%EA%B8%B8%2045%201%EC%B8%B5%2C%EC%A7%80%EC%B8%B5,16세기티하우스,https://www.diningcode.com/profile.php?rid=0wm7sFId4LNm,경기도 수원시 영통구 원천동 574-1,5,4,"[{""menu_name"": ""Afternoon tea set"", ""menu_price"": ""39000""}, {""menu_name"": ""Blending Black tea"", ""menu_price"": """"}, {""menu_name"": ""생크림스콘"", ""menu_price"": ""5000""}, {""menu_name"": ""조각케익(모카토르테, 뉴욕치즈,단호박)"", ""menu_price"": ""8000""}]",[]
1,77돌곱창,부산광역시 사상구 괘감로 98,괘감로 98,Y,,https://www.diningcode.com/list.dc?query=%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%82%AC%EC%83%81%EA%B5%AC%20%EA%B4%98%EA%B0%90%EB%A1%9C%2098,77돌곱창,https://www.diningcode.com/profile.php?rid=OqjhEIQr2uGl,부산광역시 사상구 감전동 121-95,0,,"[{""menu_name"": ""곱창 중"", ""menu_price"": ""30000""}, {""menu_name"": ""곱창 대"", ""menu_price"": ""4000050000""}, {""menu_name"": ""밥볶음"", ""menu_price"": ""2000""}, {""menu_name"": ""공기밥"", ""menu_price"": ""1000""}, {""menu_name"": ""우동,라면사리"", ""menu_price"": ""1000""}, {""menu_name"": ""좋은데이"", ""menu_price"": ""4000""}, {""menu_name"": ""소주"", ""menu_price"": ""4000""}, {""menu_name"": ""맥주"", ""menu_price"": ""4000""}]",[]
1,180커피로스터스,경기 성남시 분당구 문정로144번길 4,문정로144번길 4,Y,,https://www.diningcode.com/list.dc?query=%EA%B2%BD%EA%B8%B0%20%EC%84%B1%EB%82%A8%EC%8B%9C%20%EB%B6%84%EB%8B%B9%EA%B5%AC%20%EB%AC%B8%EC%A0%95%EB%A1%9C144%EB%B2%88%EA%B8%B8%204,180커피로스터스,https://www.diningcode.com/profile.php?rid=vMHYu4jyVryY,경기도 성남시 분당구 율동 323-9,4.5,6,"[{""menu_name"": ""다크 케냐 기체로리 AB"", ""menu_price"": """"}, {""menu_name"": ""바닐라라떼"", ""menu_price"": ""6000""}, {""menu_name"": ""카페모카"", ""menu_price"": ""5500""}, {""menu_name"": ""딥 촤클릿 밀크"", ""menu_price"": ""7000""}, {""menu_name"": ""복숭아 아이스티 (Only Iced)"", ""menu_price"": ""5500""}, {""menu_name"": ""코코차지 (Only Iced)"", ""menu_price"": ""6000""}, {""menu_name"": ""자두에이드 (Only Iced)"", ""menu_price"": ""7000""}, {""menu_name"": ""파인애플 에이드 (Only Iced)"", ""menu_price"": ""7000""}, {""menu_name"": ""캐라멜라떼"", ""menu_price"": ""6000""}, {""menu_name"": ""카페라떼"", ""menu_price"": ""5500""}, {""menu_name"": ""아메리카노"", ""menu_price"": ""4500""}, {""menu_name"": ""꾸러기수비대 (Only Iced)"", ""menu_price"": ""7000""}, {""menu_name"": ""아인슈타인 (Only Iced)"", ""menu_price"": ""7000""}, {""menu_name"": ""클래식 비엔나 (Only Hot)"", ""menu_price"": ""7000""}, {""menu_name"": ""그린포레스트"", ""menu_price"": ""6000""}, {""menu_name"": ""루비포레스트 (Only Iced)"", ""menu_price"": ""6500""}]",[]
1,FOURROOM(승모네),전남 장흥군 장흥읍 중앙로 81 1층 FOURROOM,중앙로 81,Y,,https://www.diningcode.com/list.dc?query=%EC%A0%84%EB%82%A8%20%EC%9E%A5%ED%9D%A5%EA%B5%B0%20%EC%9E%A5%ED%9D%A5%EC%9D%8D%20%EC%A4%91%EC%95%99%EB%A1%9C%2081%201%EC%B8%B5%20FOURROOM,승모네,https://www.diningcode.com/profile.php?rid=ul4QavjkxgXP,전라남도 장흥군 장흥읍 건산리 666-9,0,,"[{""menu_name"": ""French toast"", ""menu_price"": ""9500""}, {""menu_name"": ""조각 홀 케이크"", ""menu_price"": ""45000""}, {""menu_name"": ""망고 조각 케이크"", ""menu_price"": ""7500""}, {""menu_name"": ""수제바닐라빈라떼"", ""menu_price"": ""4900""}, {""menu_name"": ""레몬얼그레이 아이스티"", ""menu_price"": ""5500""}, {""menu_name"": ""사과히비스커스 아이스티"", ""menu_price"": ""5500""}, {""menu_name"": ""오몽주스"", ""menu_price"": ""5500""}]",[]
1,mkr coffee,전라남도 고흥군 도양읍 비봉로 177,비봉로 177,Y,,https://www.diningcode.com/list.dc?query=%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EA%B3%A0%ED%9D%A5%EA%B5%B0%20%EB%8F%84%EC%96%91%EC%9D%8D%20%EB%B9%84%EB%B4%89%EB%A1%9C%20177,성실산장어숯불구이,https://www.diningcode.com/profile.php?rid=avTe7qTiGS7c,전라남도 고흥군 도양읍 봉암리 2786,4.2,3,"[{""menu_name"": ""장어양념구이"", ""menu_price"": ""23000""}, {""menu_name"": ""장어탕"", ""menu_price"": ""14000""}, {""menu_name"": ""장어소금구이"", ""menu_price"": ""23000""}, {""menu_name"": ""후식장어탕"", ""menu_price"": ""7000""}]",[]
